instrument,entry_time,exit_time,direction,entry_price,exit_price,sl,tp,lot_size,pnl,exit_reason,balance
EURUSD,2024-01-17 09:45:00,2024-01-17 10:00:00,SELL,1.08686,1.08788,1.0873871428571429,1.0862557142857143,0.01,-1.020000000000021,SL,98.43999999999873
EURUSD,2024-01-22 09:00:00,2024-01-22 10:00:00,SELL,1.0901999999999998,1.08944,1.0907997142857142,1.0894505714285714,0.01,0.7599999999998719,TP,99.19999999999861
EURUSD,2024-01-23 03:15:00,2024-01-23 03:45:00,BUY,1.08806,1.08883,1.0876015714285714,1.088526857142857,0.02,1.539999999999875,TP,100.73999999999849
XAUUSD,2024-01-23 05:00:00,2024-01-23 05:45:00,BUY,2022.04,2027.34,2022.04,2026.0592857142858,0.01,5.229999999999954,TP,105.96999999999844
EURUSD,2024-01-23 04:45:00,2024-01-23 06:00:00,BUY,1.08888,1.08953,1.088395142857143,1.089399714285714,0.02,1.300000000000079,TP,107.26999999999852
XAUUSD,2024-01-23 09:15:00,2024-01-23 12:30:00,BUY,2029.79,2026.0,2026.1957142857143,2036.3785714285711,0.01,-3.8599999999999635,SL,103.40999999999856
XAUUSD,2024-01-23 21:00:00,2024-01-24 07:15:00,BUY,2027.16,2023.43,2023.7317857142857,2033.4164285714287,0.01,-3.800000000000018,SL,99.60999999999855
XAUUSD,2024-01-24 16:00:00,2024-01-24 16:45:00,SELL,2032.5,2024.53,2036.5153571428573,2025.0692857142856,0.01,7.900000000000027,TP,107.50999999999857
XAUUSD,2024-01-25 10:00:00,2024-01-25 11:30:00,SELL,2014.05,2016.71,2016.3885714285716,2009.9728571428568,0.01,-2.7300000000000817,SL,104.7799999999985
EURUSD,2024-01-25 15:00:00,2024-01-25 15:45:00,SELL,1.08917,1.0879,1.0896381428571429,1.0886837142857144,0.02,2.5399999999997647,TP,107.31999999999826
XAUUSD,2024-01-25 22:00:00,2024-01-26 15:45:00,BUY,2017.78,2024.55,2017.78,2024.4607142857144,0.01,6.6999999999999815,TP,114.01999999999825
EURUSD,2024-01-30 06:00:00,2024-01-30 07:30:00,SELL,1.08314,1.08246,1.08314,1.0824780000000003,0.01,0.6800000000000139,TP,114.69999999999825
EURUSD,2024-01-31 12:00:00,2024-01-31 13:15:00,BUY,1.08277,1.08394,1.0820079999999999,1.083844,0.01,1.1699999999998933,TP,115.86999999999814
XAUUSD,2024-02-01 04:00:00,2024-02-01 08:15:00,BUY,2046.1100000000001,2043.28,2043.455357142857,2050.819285714286,0.01,-2.9000000000001545,SL,112.969999999998
XAUUSD,2024-02-02 10:00:00,2024-02-02 15:30:00,SELL,2056.32,2038.62,2056.32,2052.1528571428576,0.01,17.630000000000273,TP,130.59999999999826
EURUSD,2024-02-02 12:30:00,2024-02-02 15:30:00,BUY,1.0883200000000002,1.08277,1.0874527142857142,1.0896045714285718,0.01,-5.550000000000166,SL,125.0499999999981
EURUSD,2024-02-05 07:00:00,2024-02-05 07:45:00,BUY,1.0777700000000001,1.07819,1.077442,1.077976,0.04,1.6799999999994597,TP,126.72999999999755
EURUSD,2024-02-05 10:00:00,2024-02-05 10:15:00,SELL,1.07829,1.07729,1.0785834285714286,1.078153142857143,0.04,3.9999999999995595,TP,130.72999999999712
EURUSD,2024-02-06 10:00:00,2024-02-06 11:00:00,SELL,1.07554,1.07439,1.07554,1.0745980000000002,0.01,1.1499999999999844,TP,131.8799999999971
EURUSD,2024-02-06 18:00:00,2024-02-06 18:30:00,BUY,1.0743,1.07527,1.0737415714285714,1.074966857142857,0.02,1.9399999999998307,TP,133.81999999999692
XAUUSD,2024-02-07 07:15:00,2024-02-07 09:15:00,SELL,2034.79,2035.85,2034.79,2032.4614285714285,0.01,-1.1299999999999455,SL,132.68999999999699
EURUSD,2024-02-07 11:00:00,2024-02-07 11:30:00,BUY,1.0763500000000001,1.07679,1.075933,1.076734,0.02,0.8799999999995478,TP,133.56999999999653
XAUUSD,2024-02-07 15:00:00,2024-02-07 16:30:00,BUY,2032.96,2040.44,2032.96,2037.242857142857,0.01,7.410000000000018,TP,140.97999999999655
EURUSD,2024-02-07 17:15:00,2024-02-07 17:45:00,SELL,1.0772199999999998,1.07565,1.0779255714285714,1.076258857142857,0.01,1.5699999999998493,TP,142.5499999999964
XAUUSD,2024-02-08 01:00:00,2024-02-08 04:45:00,BUY,2036.24,2036.07,2036.24,2039.4514285714286,0.01,-0.24000000000007277,SL,142.30999999999634
XAUUSD,2024-02-08 04:45:00,2024-02-08 05:15:00,BUY,2036.27,2034.22,2034.4199999999998,2039.3700000000001,0.01,-2.1199999999999544,SL,140.1899999999964
EURUSD,2024-02-08 10:00:00,2024-02-08 11:30:00,SELL,1.0780299999999998,1.07829,1.0780299999999998,1.0768971428571426,0.01,-0.260000000000149,SL,139.92999999999623
XAUUSD,2024-02-12 08:00:00,2024-02-12 10:45:00,BUY,2024.14,2023.55,2024.14,2026.5692857142858,0.01,-0.6600000000001456,SL,139.2699999999961
XAUUSD,2024-02-12 15:00:00,2024-02-12 15:30:00,SELL,2026.1699999999998,2022.16,2026.1699999999998,2022.7764285714284,0.01,3.9399999999997637,TP,143.20999999999586
EURUSD,2024-02-13 15:15:00,2024-02-13 15:30:00,SELL,1.0791,1.07173,1.0795377142857143,1.0786745714285715,0.02,14.739999999999755,TP,157.9499999999956
EURUSD,2024-02-14 03:00:00,2024-02-14 03:30:00,BUY,1.0707600000000002,1.07097,1.0705294285714284,1.0707711428571434,0.1,2.0999999999982144,TP,160.04999999999382
XAUUSD,2024-02-16 01:00:00,2024-02-16 12:30:00,SELL,2004.3899999999999,2007.1,2006.5014285714285,2000.7671428571427,0.01,-2.780000000000036,SL,157.2699999999938
XAUUSD,2024-02-19 12:00:00,2024-02-19 17:45:00,SELL,2019.62,2014.9,2019.62,2015.7464285714284,0.01,4.6499999999998,TP,161.9199999999936
EURUSD,2024-02-20 01:00:00,2024-02-20 02:30:00,SELL,1.07751,1.07692,1.0779412857142856,1.077097428571429,0.03,1.7699999999996052,TP,163.6899999999932
XAUUSD,2024-02-20 21:00:00,2024-02-21 04:15:00,SELL,2026.94,2027.56,2026.94,2022.1042857142859,0.01,-0.6899999999998909,SL,162.99999999999332
EURUSD,2024-02-22 14:00:00,2024-02-22 14:30:00,SELL,1.0853599999999999,1.08448,1.0859347142857143,1.0846605714285713,0.02,1.7599999999995397,TP,164.75999999999286
XAUUSD,2024-02-23 07:00:00,2024-02-23 07:45:00,SELL,2025.3899999999999,2022.36,2025.3899999999999,2022.3907142857145,0.01,2.959999999999973,TP,167.71999999999284
EURUSD,2024-02-29 03:15:00,2024-02-29 03:45:00,SELL,1.0837299999999999,1.08288,1.08405,1.08354,0.05,4.249999999998977,TP,171.9699999999918
EURUSD,2024-02-29 09:00:00,2024-02-29 09:15:00,SELL,1.08348,1.08328,1.0837482857142857,1.0833934285714288,0.07,1.399999999999846,TP,173.36999999999165
EURUSD,2024-02-29 09:30:00,2024-02-29 10:00:00,SELL,1.08338,1.08403,1.08338,1.0828497142857145,0.03,-1.9500000000001185,SL,171.41999999999152
XAUUSD,2024-03-01 05:15:00,2024-03-01 07:00:00,BUY,2046.04,2044.41,2044.472857142857,2048.574285714286,0.01,-1.6999999999998818,SL,169.71999999999164
XAUUSD,2024-03-04 15:00:00,2024-03-04 15:45:00,BUY,2084.18,2091.53,2081.8039285714285,2088.332142857143,0.01,7.2800000000003635,TP,176.999999999992
EURUSD,2024-03-04 16:00:00,2024-03-04 17:15:00,BUY,1.08474,1.086,1.08474,1.085974571428571,0.01,1.2600000000000389,TP,178.25999999999206
EURUSD,2024-03-05 01:30:00,2024-03-05 03:45:00,SELL,1.08543,1.08493,1.085869857142857,1.0850002857142858,0.03,1.4999999999998348,TP,179.7599999999919
XAUUSD,2024-03-06 09:00:00,2024-03-06 10:15:00,BUY,2129.6899999999996,2127.47,2127.5935714285715,2133.2828571428563,0.01,-2.2899999999997998,SL,177.4699999999921
EURUSD,2024-03-06 21:30:00,2024-03-07 02:00:00,SELL,1.0894599999999999,1.09058,1.089933,1.0889639999999998,0.03,-3.3600000000006958,SL,174.1099999999914
XAUUSD,2024-03-08 08:00:00,2024-03-08 10:00:00,BUY,2158.1299999999997,2163.72,2158.1299999999997,2162.901428571428,0.01,5.520000000000145,TP,179.62999999999155
XAUUSD,2024-03-11 09:00:00,2024-03-11 10:30:00,BUY,2178.56,2178.14,2178.56,2183.1085714285714,0.01,-0.49000000000007277,SL,179.1399999999915
EURUSD,2024-03-11 11:00:00,2024-03-11 11:45:00,SELL,1.09411,1.09346,1.0946414285714285,1.093497142857143,0.02,1.2999999999996348,TP,180.43999999999113
XAUUSD,2024-03-12 02:00:00,2024-03-12 04:45:00,SELL,2183.52,2178.99,2183.52,2179.003571428571,0.01,4.4600000000002,TP,184.89999999999134
EURUSD,2024-03-12 14:00:00,2024-03-12 14:30:00,SELL,1.0933499999999998,1.09394,1.0936325714285715,1.0932348571428567,0.07,-4.130000000000633,SL,180.76999999999072
XAUUSD,2024-03-13 10:15:00,2024-03-13 12:30:00,SELL,2158.88,2163.0,2161.302142857143,2154.635714285714,0.01,-4.189999999999891,SL,176.57999999999083
EURUSD,2024-03-14 14:30:00,2024-03-14 14:45:00,SELL,1.09402,1.09298,1.094395142857143,1.0937197142857142,0.04,4.1599999999997195,TP,180.73999999999054
EURUSD,2024-03-15 20:00:00,2024-03-15 21:00:00,BUY,1.08868,1.08907,1.0882610000000001,1.0890679999999997,0.03,1.1699999999996713,TP,181.90999999999022
XAUUSD,2024-03-19 07:00:00,2024-03-19 10:00:00,SELL,2159.2000000000003,2152.31,2159.2000000000003,2154.765,0.01,6.820000000000327,TP,188.72999999999055
EURUSD,2024-03-21 07:00:00,2024-03-21 07:45:00,SELL,1.09333,1.09316,1.0936201428571428,1.0931997142857144,0.07,1.1900000000000246,TP,189.91999999999058
EURUSD,2024-03-21 09:15:00,2024-03-21 10:00:00,SELL,1.09358,1.09203,1.094315857142857,1.0925582857142861,0.02,3.0999999999998806,TP,193.01999999999046
XAUUSD,2024-03-21 10:00:00,2024-03-21 11:15:00,SELL,2204.3100000000004,2204.69,2204.3100000000004,2197.284285714286,0.01,-0.4499999999996544,SL,192.5699999999908
XAUUSD,2024-03-22 02:00:00,2024-03-22 02:30:00,BUY,2182.74,2185.49,2181.1085714285714,2185.402857142857,0.01,2.68,TP,195.24999999999082
XAUUSD,2024-03-25 13:30:00,2024-03-25 15:30:00,BUY,2170.79,2178.47,2170.79,2177.4278571428576,0.01,7.609999999999836,TP,202.85999999999066
EURUSD,2024-03-26 02:00:00,2024-03-26 02:30:00,BUY,1.0838400000000001,1.08399,1.0835938571428572,1.0838822857142858,0.11,1.649999999998597,TP,204.50999999998925
XAUUSD,2024-03-25 19:15:00,2024-03-26 10:15:00,SELL,2175.4300000000003,2177.1,2175.4300000000003,2169.1735714285714,0.01,-1.739999999999618,SL,202.76999999998964
EURUSD,2024-03-27 08:15:00,2024-03-27 08:45:00,BUY,1.08277,1.08322,1.082484,1.0828919999999997,0.07,3.1500000000004307,TP,205.91999999999007
EURUSD,2024-03-27 13:00:00,2024-03-27 13:45:00,SELL,1.08304,1.08209,1.0835655714285715,1.0824388571428574,0.03,2.850000000000019,TP,208.7699999999901
EURUSD,2024-03-27 21:00:00,2024-03-27 22:00:00,BUY,1.08227,1.08276,1.081823,1.082714,0.04,1.9599999999995177,TP,210.72999999998962
XAUUSD,2024-04-01 10:15:00,2024-04-01 12:15:00,SELL,2261.54,2252.91,2261.54,2254.5378571428564,0.01,8.560000000000109,TP,219.28999999998973
EURUSD,2024-04-02 10:00:00,2024-04-02 11:15:00,BUY,1.0731700000000002,1.07273,1.0731700000000002,1.074268285714286,0.02,-0.880000000000436,SL,218.40999999998928
EURUSD,2024-04-05 03:15:00,2024-04-05 03:45:00,BUY,1.0838,1.08415,1.0835165714285715,1.083916857142857,0.08,2.7999999999988034,TP,221.2099999999881
EURUSD,2024-04-08 01:30:00,2024-04-08 02:00:00,SELL,1.08273,1.08323,1.0829704285714286,1.082699142857143,0.12,-5.999999999999339,SL,215.20999999998875
EURUSD,2024-04-08 02:15:00,2024-04-08 03:00:00,SELL,1.0829499999999999,1.08232,1.0833591428571427,1.0825817142857144,0.04,2.5199999999996336,TP,217.7299999999884
EURUSD,2024-04-08 11:00:00,2024-04-08 11:15:00,SELL,1.0833,1.08282,1.0836904285714286,1.0829691428571429,0.05,2.4000000000001798,TP,220.12999999998857
EURUSD,2024-04-08 15:00:00,2024-04-08 15:45:00,BUY,1.0826500000000001,1.08342,1.082244,1.083012,0.04,3.07999999999975,TP,223.20999999998833
XAUUSD,2024-04-08 15:00:00,2024-04-08 17:00:00,SELL,2334.9300000000003,2320.18,2334.9300000000003,2325.568571428572,0.01,14.680000000000454,TP,237.8899999999888
XAUUSD,2024-04-08 20:15:00,2024-04-09 08:30:00,BUY,2332.33,2346.63,2332.33,2346.0435714285713,0.01,14.230000000000182,TP,252.11999999998898
EURUSD,2024-04-09 10:00:00,2024-04-09 12:15:00,SELL,1.0856999999999999,1.08639,1.0863097142857143,1.0849305714285713,0.03,-2.0700000000002383,SL,250.04999999998873
EURUSD,2024-04-09 17:00:00,2024-04-09 17:15:00,SELL,1.0878899999999998,1.08699,1.0883524285714288,1.0874151428571421,0.04,3.5999999999996035,TP,253.64999999998832
XAUUSD,2024-04-15 11:15:00,2024-04-15 13:45:00,SELL,2349.54,2356.73,2356.0014285714283,2337.217142857143,0.01,-7.260000000000055,SL,246.38999999998828
XAUUSD,2024-04-16 09:15:00,2024-04-16 09:30:00,SELL,2381.1200000000003,2370.15,2385.666785714286,2372.6264285714283,0.01,10.900000000000254,TP,257.28999999998854
XAUUSD,2024-04-16 17:00:00,2024-04-16 18:45:00,BUY,2370.1699999999996,2385.97,2370.1699999999996,2385.8871428571424,0.01,15.730000000000182,TP,273.0199999999887
EURUSD,2024-04-18 12:00:00,2024-04-18 12:30:00,SELL,1.06765,1.06723,1.068081,1.0672380000000001,0.05,2.100000000000435,TP,275.11999999998915
EURUSD,2024-04-19 06:30:00,2024-04-19 09:30:00,SELL,1.0633899999999998,1.06415,1.0639781428571429,1.062663714285714,0.03,-2.280000000000282,SL,272.8399999999889
EURUSD,2024-04-22 10:00:00,2024-04-22 11:00:00,SELL,1.06628,1.06519,1.06628,1.0653282857142856,0.02,2.1799999999996267,TP,275.0199999999885
XAUUSD,2024-04-23 02:00:00,2024-04-23 04:30:00,BUY,2328.9399999999996,2305.61,2328.9399999999996,2336.426428571428,0.01,-23.399999999999473,SL,251.61999999998903
XAUUSD,2024-04-23 15:00:00,2024-04-23 16:45:00,BUY,2305.5,2329.04,2305.5,2317.385714285715,0.01,23.469999999999963,TP,275.089999999989
XAUUSD,2024-04-24 04:30:00,2024-04-24 06:00:00,SELL,2318.8900000000003,2323.61,2321.973214285714,2313.323571428572,0.01,-4.7899999999998,SL,270.2999999999892
EURUSD,2024-04-24 16:00:00,2024-04-24 22:15:00,BUY,1.0689700000000002,1.0706,1.0689700000000002,1.0705042857142861,0.02,3.2599999999995966,TP,273.5599999999888
EURUSD,2024-04-25 15:00:00,2024-04-25 15:30:00,SELL,1.0716999999999999,1.06909,1.0721364285714288,1.0712771428571424,0.05,13.049999999998898,TP,286.6099999999877
XAUUSD,2024-04-25 16:00:00,2024-04-25 17:30:00,SELL,2319.6200000000003,2340.94,2324.931785714286,2309.5964285714285,0.01,-21.38999999999971,SL,265.219999999988
XAUUSD,2024-04-26 02:00:00,2024-04-26 04:30:00,SELL,2331.13,2331.52,2331.13,2325.9021428571423,0.01,-0.4599999999998727,SL,264.7599999999881
EURUSD,2024-04-26 10:30:00,2024-04-26 11:00:00,BUY,1.07295,1.074,1.0726442857142857,1.0731114285714285,0.09,9.449999999999958,TP,274.20999999998804
EURUSD,2024-04-29 11:00:00,2024-04-29 11:30:00,SELL,1.07198,1.07074,1.0726548571428571,1.0710802857142858,0.03,3.7199999999997235,TP,277.9299999999878
XAUUSD,2024-04-29 10:00:00,2024-04-29 12:45:00,BUY,2332.25,2343.22,2332.25,2340.413571428572,0.01,10.8999999999998,TP,288.8299999999876
EURUSD,2024-04-30 03:15:00,2024-04-30 04:30:00,SELL,1.0715199999999998,1.07113,1.071856142857143,1.0712977142857139,0.08,3.1199999999991235,TP,291.94999999998674
EURUSD,2024-04-30 11:15:00,2024-04-30 11:45:00,BUY,1.07016,1.07107,1.0696207142857144,1.070788571428571,0.04,3.639999999999866,TP,295.5899999999866
XAUUSD,2024-05-02 08:30:00,2024-05-02 11:00:00,SELL,2315.61,2307.63,2315.61,2309.0171428571425,0.01,7.910000000000018,TP,303.49999999998664
XAUUSD,2024-05-03 07:00:00,2024-05-03 09:15:00,BUY,2303.52,2301.46,2303.52,2309.1185714285716,0.01,-2.1299999999999453,SL,301.3699999999867
EURUSD,2024-05-03 09:00:00,2024-05-03 11:00:00,SELL,1.07327,1.07397,1.0738318571428571,1.072596285714286,0.04,-2.80000000000058,SL,298.5699999999861
XAUUSD,2024-05-03 15:30:00,2024-05-03 16:30:00,BUY,2303.16,2286.28,2299.1232142857143,2310.6335714285715,0.01,-16.949999999999655,SL,281.6199999999865
XAUUSD,2024-05-06 02:30:00,2024-05-06 04:00:00,SELL,2294.8900000000003,2303.72,2298.7028571428573,2287.864285714286,0.01,-8.899999999999473,SL,272.719999999987
EURUSD,2024-05-06 04:30:00,2024-05-06 04:45:00,BUY,1.0767,1.077,1.0763657142857144,1.076918571428571,0.07,2.0999999999997687,TP,274.8199999999868
XAUUSD,2024-05-09 06:00:00,2024-05-09 08:15:00,BUY,2311.98,2318.28,2311.98,2316.6357142857146,0.01,6.230000000000182,TP,281.049999999987
EURUSD,2024-05-10 15:00:00,2024-05-10 15:30:00,SELL,1.07785,1.07691,1.0781092857142858,1.0777814285714287,0.13,12.219999999999231,TP,293.2699999999862
EURUSD,2024-05-10 16:00:00,2024-05-10 17:00:00,BUY,1.07765,1.0774,1.07765,1.0789765714285708,0.02,-0.500000000000167,SL,292.76999999998606
XAUUSD,2024-05-14 04:00:00,2024-05-14 07:00:00,BUY,2340.2799999999997,2344.21,2340.2799999999997,2344.149285714285,0.01,3.860000000000291,TP,296.62999999998635
XAUUSD,2024-05-14 09:00:00,2024-05-14 10:15:00,SELL,2342.3100000000004,2336.43,2342.3100000000004,2337.210714285715,0.01,5.810000000000564,TP,302.4399999999869
XAUUSD,2024-05-17 05:15:00,2024-05-17 05:45:00,SELL,2380.73,2375.21,2380.73,2376.7964285714284,0.01,5.4499999999999815,TP,307.8899999999869
EURUSD,2024-05-17 09:30:00,2024-05-17 10:00:00,BUY,1.08614,1.0865,1.0858458571428573,1.0862782857142854,0.11,3.9599999999990754,TP,311.849999999986
EURUSD,2024-05-22 19:00:00,2024-05-22 20:00:00,BUY,1.0838700000000001,1.08453,1.0833404285714285,1.084479142857143,0.04,2.6399999999995316,TP,314.4899999999855
EURUSD,2024-05-23 06:30:00,2024-05-23 07:45:00,BUY,1.08312,1.08266,1.0828304285714285,1.083249142857143,0.11,-5.060000000001397,SL,309.4299999999841
XAUUSD,2024-05-24 04:15:00,2024-05-24 05:15:00,BUY,2333.9399999999996,2326.08,2330.8192857142853,2339.5814285714287,0.01,-7.929999999999673,SL,301.4999999999844
XAUUSD,2024-05-24 08:15:00,2024-05-24 13:15:00,BUY,2334.49,2343.94,2334.49,2342.743571428571,0.01,9.380000000000273,TP,310.8799999999847
EURUSD,2024-05-24 23:00:00,2024-05-27 01:30:00,SELL,1.0846699999999998,1.08505,1.0850277142857143,1.084404571428571,0.07,-2.6600000000018835,SL,308.2199999999828
XAUUSD,2024-05-24 18:00:00,2024-05-27 05:45:00,SELL,2339.07,2346.16,2345.582857142857,2326.644285714286,0.01,-7.159999999999691,SL,301.0599999999831
EURUSD,2024-05-28 11:00:00,2024-05-28 11:30:00,SELL,1.08747,1.08679,1.0879359999999998,1.0869880000000005,0.05,3.4000000000000696,TP,304.4599999999832
XAUUSD,2024-05-30 08:00:00,2024-05-30 08:45:00,SELL,2335.23,2325.05,2335.23,2327.066428571428,0.01,10.109999999999836,TP,314.56999999998305
XAUUSD,2024-05-30 13:00:00,2024-05-30 15:30:00,BUY,2331.8199999999997,2342.82,2331.8199999999997,2341.13,0.01,10.930000000000454,TP,325.4999999999835
EURUSD,2024-05-30 23:00:00,2024-05-31 01:00:00,SELL,1.08279,1.0833,1.083231,1.082358,0.06,-3.0600000000000627,SL,322.43999999998346
XAUUSD,2024-05-31 05:00:00,2024-05-31 06:00:00,SELL,2346.7400000000002,2338.63,2346.7400000000002,2341.162857142858,0.01,8.040000000000127,TP,330.4799999999836
XAUUSD,2024-05-31 15:15:00,2024-05-31 15:30:00,BUY,2343.16,2352.46,2340.2514285714287,2348.3771428571426,0.01,9.230000000000182,TP,339.7099999999838
XAUUSD,2024-06-03 04:00:00,2024-06-03 06:15:00,BUY,2328.9199999999996,2323.96,2325.153214285714,2335.8535714285713,0.01,-5.029999999999582,SL,334.6799999999842
XAUUSD,2024-06-03 09:45:00,2024-06-03 11:15:00,SELL,2322.36,2327.66,2327.4660714285715,2312.747857142857,0.01,-5.369999999999727,SL,329.3099999999845
XAUUSD,2024-06-04 04:15:00,2024-06-04 05:00:00,SELL,2347.3900000000003,2348.29,2347.3900000000003,2343.2057142857147,0.02,-1.9399999999992725,SL,327.3699999999852
XAUUSD,2024-06-05 04:00:00,2024-06-05 04:45:00,BUY,2327.29,2330.5,2327.29,2330.0985714285716,0.02,6.280000000000073,TP,333.6499999999853
EURUSD,2024-06-06 20:00:00,2024-06-06 20:30:00,BUY,1.08834,1.089,1.0879932857142858,1.0885834285714284,0.08,5.279999999999063,TP,338.9299999999844
EURUSD,2024-06-07 09:30:00,2024-06-07 10:00:00,BUY,1.0891300000000002,1.08984,1.0887574285714285,1.089425142857143,0.08,5.679999999998131,TP,344.6099999999825
EURUSD,2024-06-07 14:00:00,2024-06-07 14:45:00,BUY,1.08919,1.08983,1.088731,1.0896580000000002,0.06,3.8399999999998435,TP,348.44999999998237
EURUSD,2024-06-11 10:30:00,2024-06-11 11:15:00,SELL,1.07666,1.07588,1.0771348571428572,1.0761602857142858,0.05,3.9000000000000146,TP,352.3499999999824
XAUUSD,2024-06-11 10:00:00,2024-06-11 12:15:00,BUY,2303.41,2302.49,2303.41,2309.169285714286,0.01,-0.9900000000000728,SL,351.35999999998234
XAUUSD,2024-06-11 13:00:00,2024-06-11 15:15:00,BUY,2306.3399999999997,2314.56,2306.3399999999997,2313.719285714286,0.01,8.150000000000254,TP,359.5099999999826
EURUSD,2024-06-11 20:15:00,2024-06-11 21:15:00,BUY,1.07397,1.07434,1.0735685714285714,1.0743228571428571,0.07,2.5899999999998706,TP,362.09999999998246
XAUUSD,2024-06-12 15:00:00,2024-06-12 15:30:00,BUY,2313.0899999999997,2329.42,2309.9767857142856,2318.7164285714284,0.01,16.26000000000038,TP,378.35999999998285
EURUSD,2024-06-12 22:45:00,2024-06-13 01:30:00,SELL,1.0805,1.08139,1.0813737142857143,1.0792025714285718,0.03,-2.6700000000001722,SL,375.68999999998266
EURUSD,2024-06-13 01:45:00,2024-06-13 10:00:00,SELL,1.0809099999999998,1.08091,1.0809099999999998,1.0801177142857141,0.04,-8.881784197001252e-13,SL,375.68999999998175
EURUSD,2024-06-13 16:15:00,2024-06-13 17:30:00,SELL,1.0799699999999999,1.07678,1.0799699999999999,1.076793142857143,0.01,3.189999999999804,TP,378.8799999999816
XAUUSD,2024-06-14 04:15:00,2024-06-14 06:00:00,BUY,2303.62,2307.9,2303.62,2306.983571428572,0.02,8.4200000000004,TP,387.299999999982
XAUUSD,2024-06-17 17:00:00,2024-06-17 18:15:00,BUY,2320.1,2319.59,2320.1,2329.082142857143,0.01,-0.5799999999997636,SL,386.71999999998224
EURUSD,2024-06-18 15:00:00,2024-06-18 15:30:00,BUY,1.0715400000000002,1.07317,1.0709377142857144,1.0722945714285714,0.04,6.519999999999193,TP,393.2399999999814
XAUUSD,2024-06-21 15:00:00,2024-06-21 16:15:00,SELL,2365.8500000000004,2355.4,2365.8500000000004,2359.516428571429,0.01,10.380000000000273,TP,403.6199999999817
XAUUSD,2024-06-25 02:00:00,2024-06-25 04:30:00,SELL,2330.28,2324.86,2330.28,2326.526428571429,0.02,10.700000000000145,TP,414.31999999998186
XAUUSD,2024-06-26 01:00:00,2024-06-26 04:30:00,BUY,2319.98,2314.56,2317.7185714285715,2323.9028571428576,0.02,-10.980000000000146,SL,403.3399999999817
EURUSD,2024-06-26 08:00:00,2024-06-26 08:15:00,SELL,1.0709,1.07057,1.0711827142857142,1.0707845714285718,0.15,4.949999999999122,TP,408.28999999998086
