entry_time,exit_time,direction,entry_price,exit_price,sl,tp,lot_size,pnl,exit_reason,balance
2024-01-02 07:15:00,2024-01-02 10:30:00,BUY,37745.9,37807.1,37745.9,37786.107857142866,0.02,1.2239999999999418,TP,101.22399999999995
2024-01-02 11:15:00,2024-01-02 13:00:00,SELL,37750.1,37630.1,37750.1,37657.81428571428,0.01,1.2,TP,102.42399999999995
2024-01-03 11:15:00,2024-01-03 14:30:00,SELL,37672.0,37587.5,37672.0,37590.76714285715,0.01,0.845,TP,103.26899999999995
2024-01-03 14:45:00,2024-01-03 16:30:00,SELL,37596.0,37528.0,37596.0,37548.81071428572,0.02,1.36,TP,104.62899999999995
2024-01-04 07:45:00,2024-01-04 08:45:00,SELL,37440.3,37471.8,37468.340000000004,37403.240000000005,0.02,-0.63,SL,103.99899999999995
2024-01-04 10:15:00,2024-01-04 11:00:00,BUY,37489.1,37455.1,37461.71,37525.185,0.02,-0.68,SL,103.31899999999995
2024-01-05 09:45:00,2024-01-05 11:30:00,SELL,37427.7,37367.7,37466.15714285714,37375.01428571428,0.01,0.6,TP,103.91899999999994
2024-01-05 12:00:00,2024-01-05 16:45:00,SELL,37377.7,37456.2,37453.864285714284,37268.45357142857,0.01,-0.785,SL,103.13399999999994
2024-01-08 04:15:00,2024-01-08 17:30:00,SELL,37329.0,37417.8,37414.40857142857,37205.887142857144,0.01,-0.8880000000000291,SL,102.24599999999991
2024-01-08 18:15:00,2024-01-08 21:15:00,BUY,37393.8,37585.3,37393.8,37563.078571428574,0.01,1.915,TP,104.16099999999992
2024-01-09 07:00:00,2024-01-09 09:45:00,SELL,37623.5,37612.3,37634.17857142857,37612.482142857145,0.06,0.6719999999998254,TP,104.83299999999974
2024-01-09 12:45:00,2024-01-09 13:30:00,SELL,37558.3,37524.8,37583.635714285716,37525.29642857143,0.02,0.67,TP,105.50299999999974
2024-01-10 06:15:00,2024-01-10 11:00:00,SELL,37477.0,37526.8,37504.02142857143,37441.46785714285,0.02,-0.9960000000000583,SL,104.50699999999969
2024-01-10 11:30:00,2024-01-10 16:30:00,BUY,37532.3,37644.3,37464.50714285715,37628.989285714284,0.01,1.12,TP,105.6269999999997
2024-01-11 05:00:00,2024-01-11 08:15:00,BUY,37748.5,37773.5,37748.5,37770.950000000004,0.03,0.75,TP,106.3769999999997
2024-01-11 08:45:00,2024-01-11 11:30:00,BUY,37783.0,37732.8,37748.247142857144,37830.12928571428,0.02,-1.0039999999999418,SL,105.37299999999975
2024-01-12 10:30:00,2024-01-12 13:30:00,BUY,37754.6,37592.6,37635.044285714284,37928.93357142857,0.01,-1.62,SL,103.75299999999974
2024-01-15 09:15:00,2024-01-15 10:30:00,SELL,37600.8,37559.3,37600.8,37564.60357142858,0.02,0.8300000000000001,TP,104.58299999999974
2024-01-15 11:00:00,2024-01-16 09:00:00,SELL,37537.8,37435.2,37537.8,37436.96428571429,0.01,1.0260000000000582,TP,105.6089999999998
2024-01-16 09:15:00,2024-01-16 10:00:00,SELL,37439.2,37388.2,37466.149999999994,37403.775,0.02,1.02,TP,106.62899999999979
2024-01-16 10:15:00,2024-01-16 14:15:00,SELL,37399.2,37495.7,37471.37857142857,37295.93214285714,0.01,-0.965,SL,105.66399999999979
2024-01-17 07:00:00,2024-01-17 08:00:00,SELL,37288.8,37231.3,37312.61428571429,37258.078571428574,0.02,1.1500000000000001,TP,106.8139999999998
2024-01-17 08:30:00,2024-01-17 16:45:00,SELL,37234.8,37248.2,37234.8,37148.31071428572,0.01,-0.1339999999999418,SL,106.67999999999985
2024-01-18 05:00:00,2024-01-18 08:00:00,SELL,37252.8,37262.8,37252.8,37218.35857142857,0.02,-0.2,SL,106.47999999999985
2024-01-18 12:15:00,2024-01-18 12:45:00,BUY,37261.5,37310.0,37231.71571428572,37301.17642857142,0.02,0.97,TP,107.44999999999985
2024-01-19 09:00:00,2024-01-19 09:15:00,BUY,37438.2,37473.7,37414.5,37468.74999999999,0.02,0.71,TP,108.15999999999984
2024-01-19 09:45:00,2024-01-19 13:30:00,BUY,37485.2,37581.7,37485.2,37564.26428571427,0.01,0.965,TP,109.12499999999984
2024-01-22 02:00:00,2024-01-22 16:30:00,BUY,37900.2,38058.9,37822.787142857145,38011.31928571427,0.01,1.5870000000000437,TP,110.71199999999989
2024-01-22 17:00:00,2024-01-22 20:15:00,BUY,38078.9,37914.4,37917.94285714286,38315.33571428571,0.01,-1.645,SL,109.0669999999999
2024-01-23 16:00:00,2024-01-23 17:30:00,SELL,37959.3,37862.8,38001.81857142857,37900.52214285715,0.01,0.965,TP,110.0319999999999
2024-01-23 18:00:00,2024-01-24 09:30:00,SELL,37853.3,37974.3,37962.47571428572,37694.53642857143,0.01,-1.21,SL,108.8219999999999
2024-01-24 11:30:00,2024-01-24 13:00:00,BUY,37967.8,37998.3,37946.54285714286,37994.68571428572,0.03,0.9149999999999999,TP,109.73699999999991
2024-01-24 13:45:00,2024-01-24 15:00:00,BUY,37993.8,38066.3,37946.27857142857,38060.08214285715,0.01,0.725,TP,110.4619999999999
2024-01-25 01:45:00,2024-01-25 08:30:00,SELL,37850.4,37903.1,37902.357142857145,37777.46428571429,0.01,-0.5269999999999709,SL,109.93499999999993
2024-01-25 08:45:00,2024-01-25 13:30:00,BUY,37909.6,37788.5,37880.97857142857,37947.53214285715,0.02,-2.421999999999971,SL,107.51299999999996
2024-01-26 09:45:00,2024-01-26 10:45:00,SELL,37907.3,37943.8,37942.15571428572,37860.01642857143,0.02,-0.73,SL,106.78299999999996
2024-01-26 16:45:00,2024-01-29 22:15:00,BUY,38086.8,38302.5,38086.8,38300.83214285715,0.01,2.156999999999971,TP,108.93999999999993
2024-01-29 23:15:00,2024-01-31 22:00:00,BUY,38316.0,38256.0,38316.0,38561.99285714286,0.01,-0.6,SL,108.33999999999993
2024-01-31 23:45:00,2024-02-01 17:15:00,SELL,38155.0,38292.6,38259.11142857143,38003.83285714286,0.01,-1.3759999999999855,SL,106.96399999999994
2024-02-01 18:30:00,2024-02-01 22:15:00,BUY,38247.1,38486.8,38247.1,38480.40714285715,0.01,2.3970000000000438,TP,109.36099999999999
