entry_time,exit_time,direction,entry_price,exit_price,sl,tp,lot_size,pnl,exit_reason,balance
2025-01-03 02:00:00,2025-01-03 02:45:00,BUY,1.02679,1.02729,1.0263904285714285,1.027139142857143,0.02,0.9999999999998899,TP,100.99999999999989
2025-01-10 15:00:00,2025-01-10 15:30:00,SELL,1.0304499999999999,1.02502,1.0309377142857143,1.0299245714285712,0.01,5.429999999999824,TP,106.42999999999971
2025-01-15 03:00:00,2025-01-15 07:45:00,SELL,1.0301799999999999,1.02931,1.0306844285714287,1.0296211428571425,0.02,1.7399999999998528,TP,108.16999999999956
2025-01-15 09:15:00,2025-01-15 10:00:00,BUY,1.02966,1.03127,1.0287297142857144,1.031070571428571,0.01,1.6099999999998893,TP,109.77999999999945
2025-01-16 02:00:00,2025-01-16 02:45:00,BUY,1.0294,1.02988,1.028984142857143,1.0297817142857142,0.02,0.9599999999996278,TP,110.73999999999907
2025-01-16 23:00:00,2025-01-17 01:00:00,SELL,1.0297399999999999,1.0303,1.030236142857143,1.029197714285714,0.02,-1.120000000000232,SL,109.61999999999884
2025-01-23 18:00:00,2025-01-23 19:30:00,BUY,1.03993,1.04296,1.03993,1.0423145714285713,0.01,3.030000000000088,TP,112.64999999999893
2025-01-31 17:00:00,2025-01-31 17:45:00,BUY,1.03718,1.03963,1.03718,1.0378614285714278,0.01,2.4500000000000632,TP,115.09999999999899
2025-02-04 06:00:00,2025-02-04 06:45:00,SELL,1.03125,1.0306,1.031678,1.030844,0.02,1.300000000000079,TP,116.39999999999907
2025-02-06 17:00:00,2025-02-06 20:30:00,BUY,1.03723,1.03948,1.03723,1.039230857142857,0.01,2.249999999999863,TP,118.64999999999893
2025-02-13 00:30:00,2025-02-13 01:15:00,SELL,1.03823,1.03885,1.038581,1.0379780000000003,0.03,-1.8600000000001948,SL,116.78999999999873
2025-02-13 13:00:00,2025-02-13 13:45:00,SELL,1.04233,1.04031,1.0430211428571428,1.0413977142857147,0.01,2.0199999999999108,TP,118.80999999999864
2025-02-14 06:15:00,2025-02-14 07:00:00,SELL,1.04582,1.0451,1.0463295714285714,1.0452508571428574,0.02,1.440000000000108,TP,120.24999999999875
2025-02-17 00:45:00,2025-02-17 01:00:00,SELL,1.0486,1.04913,1.0489634285714287,1.048323142857143,0.03,-1.5899999999997583,SL,118.65999999999899
2025-02-19 00:00:00,2025-02-19 00:30:00,BUY,1.04458,1.04484,1.044302857142857,1.044684285714286,0.05,1.2999999999996348,TP,119.95999999999862
2025-02-19 10:00:00,2025-02-19 10:15:00,SELL,1.0452,1.04487,1.045491,1.045068,0.04,1.3199999999997658,TP,121.27999999999838
2025-02-19 15:15:00,2025-02-19 17:45:00,BUY,1.0430700000000002,1.0424,1.0424207142857145,1.0439185714285713,0.01,-0.6700000000001706,SL,120.60999999999821
2025-02-21 15:00:00,2025-02-21 16:45:00,BUY,1.04671,1.04811,1.04671,1.0479931428571425,0.01,1.4000000000000679,TP,122.00999999999827
2025-02-24 18:00:00,2025-02-24 18:30:00,BUY,1.04684,1.0472,1.0465010000000001,1.0470679999999994,0.03,1.0799999999997478,TP,123.08999999999801
2025-02-25 10:45:00,2025-02-25 13:30:00,SELL,1.0468899999999999,1.04858,1.048001857142857,1.0451162857142857,0.01,-1.6900000000001913,SL,121.39999999999782
2025-02-26 17:00:00,2025-02-26 17:15:00,BUY,1.0486300000000002,1.04954,1.0482142857142858,1.0490114285714287,0.02,1.8199999999994887,TP,123.2199999999973
2025-02-27 15:15:00,2025-02-27 15:30:00,SELL,1.04781,1.04593,1.0485449999999998,1.0467900000000003,0.01,1.8799999999998818,TP,125.09999999999718
