entry_time,exit_time,direction,entry_price,exit_price,sl,tp,lot_size,pnl,exit_reason,balance
2025-01-06 02:00:00,2025-01-06 03:15:00,BUY,2639.4199999999996,2645.56,2639.4199999999996,2644.622142857143,0.01,6.070000000000327,TP,106.07000000000033
2025-01-09 08:00:00,2025-01-09 08:45:00,BUY,2659.23,2666.74,2659.23,2665.2678571428573,0.01,7.439999999999763,TP,113.5100000000001
2025-01-29 07:00:00,2025-01-29 09:15:00,SELL,2762.53,2758.31,2762.53,2758.35,0.01,4.150000000000254,TP,117.66000000000037
2025-02-03 01:00:00,2025-02-03 03:00:00,SELL,2802.3100000000004,2785.73,2802.3100000000004,2791.313571428572,0.01,16.51000000000038,TP,134.17000000000075
2025-02-04 03:00:00,2025-02-04 07:00:00,BUY,2817.0299999999997,2816.67,2817.0299999999997,2824.334285714286,0.01,-0.4299999999996726,SL,133.7400000000011
2025-02-06 03:30:00,2025-02-06 08:45:00,BUY,2869.4199999999996,2859.06,2864.6096428571427,2878.440714285714,0.01,-10.429999999999673,SL,123.31000000000142
2025-02-06 22:15:00,2025-02-07 03:15:00,BUY,2854.68,2862.93,2854.68,2862.417142857143,0.01,8.18,TP,131.49000000000143
2025-02-10 22:15:00,2025-02-11 01:15:00,BUY,2903.52,2912.25,2903.52,2912.2428571428577,0.01,8.660000000000018,TP,140.15000000000146
2025-02-11 04:30:00,2025-02-11 09:15:00,BUY,2916.5899999999997,2911.05,2916.5899999999997,2932.6928571428575,0.01,-5.609999999999509,SL,134.54000000000195
2025-02-11 22:00:00,2025-02-12 05:00:00,SELL,2897.98,2888.24,2897.98,2889.820714285714,0.01,9.670000000000236,TP,144.2100000000022
2025-02-13 15:00:00,2025-02-13 17:00:00,SELL,2915.27,2918.8,2915.27,2906.6435714285712,0.01,-3.6000000000002,SL,140.610000000002
2025-02-14 05:00:00,2025-02-14 07:30:00,SELL,2928.8,2929.77,2928.8,2921.2857142857138,0.01,-1.0399999999998,SL,139.5700000000022
