instrument,entry_time,exit_time,direction,entry_price,exit_price,sl,tp,lot_size,pnl,exit_reason,balance
XAUUSD,2023-02-01 09:00:00,2023-02-01 13:00:00,SELL,1927.04,1927.7,1927.04,1923.175,0.01,-0.7300000000000819,SL,129.56999999999746
XAUUSD,2023-02-01 21:00:00,2023-02-01 21:30:00,BUY,1927.67,1938.77,1923.3985714285716,1935.612857142857,0.01,11.029999999999909,TP,140.59999999999738
XAUUSD,2023-02-03 09:00:00,2023-02-03 09:30:00,SELL,1916.99,1912.28,1919.5032142857144,1912.5635714285713,0.01,4.640000000000036,TP,145.23999999999742
XAUUSD,2023-02-03 15:00:00,2023-02-03 15:30:00,SELL,1914.75,1888.06,1918.1707142857144,1908.5085714285713,0.01,26.620000000000054,TP,171.85999999999748
XAUUSD,2023-02-06 02:15:00,2023-02-06 04:00:00,BUY,1866.94,1874.37,1866.94,1873.1192857142858,0.01,7.359999999999836,TP,179.21999999999733
XAUUSD,2023-02-07 03:30:00,2023-02-07 04:45:00,BUY,1870.69,1874.47,1870.69,1873.7964285714286,0.01,3.709999999999973,TP,182.9299999999973
EURUSD,2023-02-07 11:15:00,2023-02-07 13:00:00,SELL,1.07223,1.07106,1.07223,1.0710662857142859,0.01,1.1700000000001154,TP,184.0999999999974
EURUSD,2023-02-07 19:00:00,2023-02-07 19:45:00,BUY,1.07034,1.07603,1.0689432857142858,1.0726834285714284,0.01,5.689999999999973,TP,189.78999999999738
XAUUSD,2023-02-08 09:00:00,2023-02-08 09:15:00,BUY,1875.16,1879.76,1873.0057142857142,1878.8685714285716,0.01,4.529999999999909,TP,194.3199999999973
XAUUSD,2023-02-08 16:15:00,2023-02-08 17:00:00,SELL,1880.97,1871.94,1880.97,1872.4507142857142,0.01,8.959999999999972,TP,203.27999999999727
XAUUSD,2023-02-09 16:30:00,2023-02-09 17:30:00,SELL,1882.6299999999999,1873.17,1882.6299999999999,1874.4921428571429,0.01,9.389999999999809,TP,212.6699999999971
EURUSD,2023-02-09 19:15:00,2023-02-09 19:30:00,SELL,1.07582,1.07418,1.076321857142857,1.0752662857142863,0.03,4.9200000000002575,TP,217.58999999999736
XAUUSD,2023-02-10 09:15:00,2023-02-10 10:00:00,BUY,1860.8700000000001,1871.0,1860.8700000000001,1866.8650000000002,0.01,10.059999999999881,TP,227.64999999999725
XAUUSD,2023-02-10 17:00:00,2023-02-10 23:30:00,SELL,1864.86,1865.16,1864.86,1855.7492857142856,0.01,-0.3700000000001819,SL,227.27999999999707
EURUSD,2023-02-10 22:00:00,2023-02-13 02:00:00,BUY,1.0676,1.06699,1.0670215714285716,1.068306857142857,0.03,-1.8299999999999983,SL,225.4499999999971
XAUUSD,2023-02-14 03:15:00,2023-02-14 05:45:00,BUY,1855.29,1858.2,1855.29,1858.09,0.02,5.680000000000164,TP,231.12999999999727
XAUUSD,2023-02-15 04:00:00,2023-02-15 04:30:00,SELL,1858.4199999999998,1853.77,1860.6085714285714,1854.6428571428569,0.01,4.579999999999863,TP,235.70999999999714
EURUSD,2023-02-14 17:00:00,2023-02-15 16:45:00,SELL,1.0762699999999998,1.06695,1.0762699999999998,1.0674774285714286,0.01,9.319999999999773,TP,245.0299999999969
EURUSD,2023-02-15 22:00:00,2023-02-15 22:45:00,BUY,1.0683,1.06903,1.0677367142857142,1.0689765714285715,0.03,2.189999999999692,TP,247.2199999999966
XAUUSD,2023-02-20 01:00:00,2023-02-20 03:15:00,SELL,1840.3799999999999,1841.12,1840.3799999999999,1836.6607142857142,0.01,-0.8100000000000092,SL,246.4099999999966
XAUUSD,2023-02-20 10:30:00,2023-02-20 19:00:00,BUY,1842.69,1841.42,1842.69,1847.4442857142856,0.01,-1.3399999999999819,SL,245.0699999999966
EURUSD,2023-02-21 01:00:00,2023-02-21 01:15:00,SELL,1.0684699999999998,1.06879,1.0687134285714286,1.0684331428571425,0.13,-4.160000000001274,SL,240.90999999999534
EURUSD,2023-02-21 01:30:00,2023-02-21 02:00:00,SELL,1.06852,1.06785,1.0688987142857143,1.0682125714285715,0.05,3.349999999999742,TP,244.25999999999507
XAUUSD,2023-02-21 15:00:00,2023-02-21 16:15:00,BUY,1834.29,1841.08,1834.29,1840.1307142857142,0.01,6.719999999999963,TP,250.97999999999504
EURUSD,2023-02-21 10:30:00,2023-02-21 17:15:00,SELL,1.0674199999999998,1.06743,1.0674199999999998,1.0648391428571427,0.01,-0.010000000000287557,SL,250.96999999999477
EURUSD,2023-02-22 04:15:00,2023-02-22 07:00:00,BUY,1.06587,1.06531,1.0653512857142857,1.0664574285714286,0.03,-1.6800000000003479,SL,249.28999999999442
EURUSD,2023-02-22 10:00:00,2023-02-22 11:00:00,SELL,1.0653,1.06447,1.0653,1.0644888571428572,0.03,2.4899999999996587,TP,251.7799999999941
XAUUSD,2023-02-28 05:00:00,2023-02-28 08:30:00,SELL,1816.56,1816.76,1816.56,1812.9285714285713,0.01,-0.2700000000000455,SL,251.50999999999405
XAUUSD,2023-02-28 15:00:00,2023-02-28 15:45:00,BUY,1809.17,1814.07,1806.5475000000001,1813.8149999999998,0.01,4.829999999999863,TP,256.3399999999939
EURUSD,2023-03-01 04:30:00,2023-03-01 05:15:00,BUY,1.05854,1.05943,1.0581802857142857,1.0588094285714285,0.06,5.3400000000003445,TP,261.67999999999427
EURUSD,2023-03-02 02:00:00,2023-03-02 02:45:00,SELL,1.06659,1.06604,1.067035,1.0661500000000002,0.04,2.1999999999993136,TP,263.8799999999936
XAUUSD,2023-03-02 02:15:00,2023-03-02 03:30:00,SELL,1837.02,1831.38,1837.02,1834.464285714286,0.02,11.139999999999745,TP,275.01999999999333
XAUUSD,2023-03-07 03:15:00,2023-03-07 04:00:00,BUY,1846.42,1850.0,1844.8517857142858,1848.9564285714284,0.02,7.019999999999855,TP,282.0399999999932
XAUUSD,2023-03-07 04:00:00,2023-03-07 05:00:00,BUY,1850.2,1848.15,1848.347857142857,1853.304285714286,0.02,-4.239999999999909,SL,277.7999999999933
XAUUSD,2023-03-09 10:00:00,2023-03-09 10:30:00,BUY,1814.43,1818.71,1812.360357142857,1817.969285714286,0.01,4.209999999999972,TP,282.0099999999933
EURUSD,2023-03-10 15:00:00,2023-03-10 15:30:00,BUY,1.05875,1.06352,1.0578718571428571,1.0600562857142857,0.02,9.539999999999882,TP,291.5499999999932
EURUSD,2023-03-10 21:45:00,2023-03-13 00:00:00,SELL,1.06419,1.06981,1.0653837142857143,1.0622525714285715,0.01,-5.619999999999958,SL,285.92999999999324
EURUSD,2023-03-13 10:00:00,2023-03-13 11:00:00,SELL,1.0723999999999998,1.06807,1.0723999999999998,1.0702259999999997,0.01,4.329999999999723,TP,290.25999999999294
XAUUSD,2023-03-13 10:00:00,2023-03-13 11:15:00,BUY,1878.89,1889.39,1878.89,1887.5657142857144,0.01,10.43,TP,300.68999999999295
EURUSD,2023-03-13 15:15:00,2023-03-13 16:00:00,SELL,1.07023,1.07213,1.0709334285714285,1.0692731428571434,0.03,-5.700000000000038,SL,294.9899999999929
XAUUSD,2023-03-14 03:00:00,2023-03-14 03:30:00,SELL,1909.8999999999999,1905.58,1912.1560714285713,1905.9878571428571,0.01,4.249999999999936,TP,299.23999999999285
EURUSD,2023-03-15 20:00:00,2023-03-15 20:15:00,BUY,1.05545,1.05787,1.0549551428571426,1.0559897142857144,0.04,9.680000000000355,TP,308.9199999999932
XAUUSD,2023-03-16 07:00:00,2023-03-16 07:45:00,BUY,1914.31,1920.0,1914.31,1919.6085714285712,0.01,5.620000000000054,TP,314.53999999999326
EURUSD,2023-03-15 21:15:00,2023-03-16 09:30:00,BUY,1.05878,1.06173,1.05878,1.061486571428571,0.01,2.950000000000008,TP,317.48999999999324
XAUUSD,2023-03-16 09:00:00,2023-03-16 11:00:00,BUY,1913.5800000000002,1921.17,1913.5800000000002,1920.7364285714289,0.01,7.519999999999918,TP,325.00999999999317
XAUUSD,2023-03-20 02:00:00,2023-03-20 07:30:00,SELL,1976.69,1977.13,1976.69,1964.4228571428573,0.01,-0.5100000000000546,SL,324.4999999999931
XAUUSD,2023-03-21 02:15:00,2023-03-21 03:00:00,BUY,1976.54,1981.41,1976.54,1981.0971428571427,0.01,4.800000000000118,TP,329.29999999999325
XAUUSD,2023-03-23 14:00:00,2023-03-23 14:30:00,SELL,1978.37,1967.61,1982.5171428571427,1970.6757142857143,0.01,10.68999999999999,TP,339.98999999999324
EURUSD,2023-03-23 18:00:00,2023-03-23 19:00:00,BUY,1.08942,1.08782,1.0881308571428572,1.0915482857142855,0.01,-1.6000000000000458,SL,338.3899999999932
EURUSD,2023-03-27 10:00:00,2023-03-27 10:45:00,SELL,1.07667,1.07515,1.0772035714285715,1.0760528571428574,0.04,6.079999999999863,TP,344.4699999999931
XAUUSD,2023-03-29 03:00:00,2023-03-29 04:15:00,SELL,1971.55,1967.3,1973.754642857143,1967.7407142857141,0.02,8.36,TP,352.8299999999931
EURUSD,2023-03-29 11:15:00,2023-03-29 12:00:00,SELL,1.0833899999999999,1.08388,1.0838518571428573,1.0829162857142853,0.06,-2.940000000000609,SL,349.8899999999925
EURUSD,2023-03-30 10:00:00,2023-03-30 10:30:00,BUY,1.08375,1.08546,1.083092857142857,1.0846142857142855,0.03,5.130000000000301,TP,355.01999999999276
XAUUSD,2023-03-30 16:00:00,2023-03-30 18:00:00,SELL,1968.6499999999999,1974.42,1972.6707142857142,1961.2085714285713,0.01,-5.8400000000002095,SL,349.17999999999256
XAUUSD,2023-03-31 09:00:00,2023-03-31 10:15:00,BUY,1980.7,1977.79,1980.7,1984.267142857143,0.02,-5.960000000000163,SL,343.2199999999924
EURUSD,2023-04-04 04:30:00,2023-04-04 05:30:00,SELL,1.0894599999999999,1.08884,1.0899865714285712,1.0888568571428574,0.05,3.0999999999992145,TP,346.31999999999164
EURUSD,2023-04-04 09:00:00,2023-04-04 09:30:00,BUY,1.08915,1.0906,1.0882374285714287,1.0905251428571425,0.02,2.8999999999999027,TP,349.21999999999156
EURUSD,2023-04-05 10:15:00,2023-04-05 10:45:00,SELL,1.09598,1.09504,1.0963338571428571,1.0957222857142859,0.09,8.459999999999468,TP,357.679999999991
XAUUSD,2023-04-06 03:00:00,2023-04-06 03:45:00,SELL,2020.0,2017.05,2021.7128571428573,2017.1742857142856,0.02,5.760000000000091,TP,363.43999999999113
EURUSD,2023-04-12 15:00:00,2023-04-12 15:30:00,BUY,1.0923800000000001,1.09724,1.0920597142857142,1.0925705714285716,0.11,53.45999999999851,TP,416.89999999998963
XAUUSD,2023-04-13 02:00:00,2023-04-13 06:00:00,BUY,2016.18,2015.94,2016.18,2020.445714285714,0.02,-0.6200000000000182,SL,416.2799999999896
XAUUSD,2023-04-14 03:00:00,2023-04-14 03:30:00,BUY,2039.32,2043.1,2037.940357142857,2041.4792857142857,0.04,14.839999999999892,TP,431.11999999998955
XAUUSD,2023-04-17 15:00:00,2023-04-17 15:30:00,SELL,2008.77,1999.46,2011.9153571428571,2003.0792857142858,0.01,9.239999999999945,TP,440.3599999999895
EURUSD,2023-04-19 10:15:00,2023-04-19 10:30:00,SELL,1.0969799999999998,1.0958,1.0975954285714284,1.096199142857143,0.05,5.899999999998684,TP,446.25999999998817
XAUUSD,2023-04-20 05:00:00,2023-04-20 09:00:00,SELL,1995.31,1997.21,1995.31,1990.172142857143,0.02,-3.940000000000182,SL,442.319999999988
EURUSD,2023-04-20 04:15:00,2023-04-20 09:30:00,BUY,1.0957400000000002,1.09723,1.0957400000000002,1.0970154285714284,0.03,4.469999999999308,TP,446.7899999999873
XAUUSD,2023-04-21 04:00:00,2023-04-21 08:15:00,SELL,2004.1499999999999,1999.34,2004.1499999999999,1999.3828571428571,0.02,9.47999999999989,TP,456.2699999999872
XAUUSD,2023-04-21 16:00:00,2023-04-21 16:45:00,SELL,1991.28,1974.07,1996.2639285714286,1981.912142857143,0.01,17.140000000000036,TP,473.40999999998724
EURUSD,2023-04-24 05:00:00,2023-04-24 08:00:00,SELL,1.0988099999999998,1.09771,1.0988099999999998,1.0979134285714283,0.05,5.499999999999395,TP,478.9099999999866
XAUUSD,2023-04-24 11:15:00,2023-04-24 16:15:00,BUY,1981.4,1981.0,1981.4,1988.2264285714284,0.01,-0.47000000000009096,SL,478.4399999999865
EURUSD,2023-04-26 02:00:00,2023-04-26 03:00:00,BUY,1.098,1.09747,1.0976745714285714,1.0982008571428572,0.14,-7.4200000000019815,SL,471.0199999999845
EURUSD,2023-04-26 03:15:00,2023-04-26 08:30:00,BUY,1.0977800000000002,1.09889,1.0970868571428574,1.0987162857142856,0.04,4.439999999998889,TP,475.45999999998344
EURUSD,2023-04-27 03:45:00,2023-04-27 04:00:00,BUY,1.10473,1.10404,1.104091,1.1055579999999998,0.05,-3.450000000000397,SL,472.00999999998305
EURUSD,2023-04-27 04:15:00,2023-04-27 05:30:00,BUY,1.1044,1.10523,1.1038074285714288,1.1051351428571423,0.05,4.149999999999432,TP,476.15999999998246
EURUSD,2023-04-27 12:00:00,2023-04-27 14:30:00,SELL,1.1051199999999999,1.10343,1.1051199999999999,1.1035905714285716,0.03,5.069999999999908,TP,481.2299999999824
XAUUSD,2023-04-28 01:00:00,2023-04-28 04:30:00,SELL,1987.73,1990.94,1987.73,1983.674285714286,0.02,-6.560000000000072,SL,474.66999999998234
EURUSD,2023-04-28 16:45:00,2023-04-28 17:30:00,BUY,1.10009,1.1026,1.10009,1.101462,0.03,7.530000000000037,TP,482.19999999998237
XAUUSD,2023-05-01 02:00:00,2023-05-01 04:30:00,SELL,1987.8,1982.51,1987.8,1983.7485714285713,0.02,10.439999999999927,TP,492.6399999999823
EURUSD,2023-05-02 17:15:00,2023-05-02 18:45:00,BUY,1.09602,1.09968,1.09602,1.0995871428571424,0.01,3.6599999999999966,TP,496.29999999998233
EURUSD,2023-05-04 09:15:00,2023-05-04 09:30:00,SELL,1.1087099999999999,1.10747,1.1092127142857144,1.108154571428571,0.07,8.679999999999357,TP,504.9799999999817
XAUUSD,2023-05-05 05:00:00,2023-05-05 06:15:00,SELL,2048.48,2049.71,2048.48,2045.0735714285715,0.03,-3.9000000000000545,SL,501.0799999999817
XAUUSD,2023-05-08 05:00:00,2023-05-08 06:30:00,BUY,2017.1200000000001,2022.58,2017.1200000000001,2021.452142857143,0.02,10.779999999999617,TP,511.8599999999813
EURUSD,2023-05-08 11:00:00,2023-05-08 12:00:00,SELL,1.10442,1.1028,1.10442,1.103509142857143,0.05,8.099999999999774,TP,519.959999999981
XAUUSD,2023-05-08 18:00:00,2023-05-08 21:00:00,BUY,2023.53,2021.76,2023.53,2031.5392857142856,0.01,-1.8399999999999819,SL,518.119999999981
XAUUSD,2023-05-09 06:30:00,2023-05-09 09:30:00,BUY,2024.26,2024.21,2024.26,2028.7935714285713,0.02,-0.23999999999990906,SL,517.8799999999811
XAUUSD,2023-05-10 04:00:00,2023-05-10 05:00:00,SELL,2035.6,2031.82,2035.6,2032.765714285714,0.03,11.129999999999917,TP,529.009999999981
XAUUSD,2023-05-10 05:00:00,2023-05-10 08:30:00,SELL,2031.62,2028.11,2033.6607142857142,2028.1385714285714,0.03,10.319999999999972,TP,539.3299999999809
EURUSD,2023-05-10 15:00:00,2023-05-10 15:15:00,BUY,1.09512,1.09462,1.0947557142857143,1.0953985714285714,0.13,-6.500000000002171,SL,532.8299999999788
XAUUSD,2023-05-10 15:00:00,2023-05-10 15:30:00,BUY,2028.9,2046.19,2026.3032142857144,2033.4935714285714,0.02,34.43999999999993,TP,567.2699999999787
XAUUSD,2023-05-11 03:00:00,2023-05-11 05:00:00,BUY,2032.46,2032.25,2032.46,2035.4764285714284,0.04,-1.1200000000001455,SL,566.1499999999786
EURUSD,2023-05-10 18:30:00,2023-05-11 06:45:00,BUY,1.0975300000000001,1.09744,1.0975300000000001,1.099937142857143,0.02,-0.18000000000029104,SL,565.9699999999783
XAUUSD,2023-05-11 07:00:00,2023-05-11 10:00:00,SELL,2031.26,2025.02,2031.26,2026.5657142857144,0.02,12.340000000000018,TP,578.3099999999783
EURUSD,2023-05-12 10:00:00,2023-05-12 10:45:00,SELL,1.0929499999999999,1.09078,1.0932584285714286,1.0927831428571426,0.18,39.059999999996094,TP,617.3699999999744
EURUSD,2023-05-15 12:15:00,2023-05-15 13:15:00,BUY,1.08613,1.08737,1.08613,1.0871008571428569,0.06,7.439999999999447,TP,624.8099999999739
XAUUSD,2023-05-16 08:15:00,2023-05-16 08:45:00,SELL,2016.81,2012.77,2016.81,2013.8835714285717,0.04,15.879999999999855,TP,640.6899999999738
XAUUSD,2023-05-16 15:00:00,2023-05-16 15:30:00,BUY,2004.45,2014.25,2002.2903571428571,2008.1692857142857,0.03,29.189999999999863,TP,669.8799999999736
EURUSD,2023-05-17 19:00:00,2023-05-18 02:15:00,BUY,1.0835700000000001,1.08354,1.0835700000000001,1.0852097142857147,0.04,-0.12000000000078614,SL,669.7599999999728
XAUUSD,2023-05-18 07:00:00,2023-05-18 08:45:00,SELL,1981.96,1978.23,1981.96,1978.2921428571428,0.03,10.980000000000054,TP,680.7399999999728
EURUSD,2023-05-19 02:45:00,2023-05-19 04:15:00,BUY,1.07766,1.07649,1.0773191428571427,1.0778917142857145,0.18,-21.060000000002077,SL,659.6799999999707
XAUUSD,2023-05-19 05:15:00,2023-05-19 05:45:00,BUY,1957.69,1962.85,1955.0407142857143,1962.3885714285714,0.03,15.269999999999563,TP,674.9499999999703
EURUSD,2023-05-22 09:30:00,2023-05-22 10:00:00,SELL,1.0817599999999998,1.08029,1.0817599999999998,1.0810371428571426,0.08,11.75999999999888,TP,686.7099999999691
EURUSD,2023-05-22 19:30:00,2023-05-22 21:00:00,SELL,1.0812899999999999,1.08197,1.081897285714286,1.080525428571428,0.08,-5.440000000001887,SL,681.2699999999672
XAUUSD,2023-05-24 04:00:00,2023-05-24 06:45:00,SELL,1974.61,1976.48,1976.3764285714285,1971.6771428571428,0.04,-7.760000000000473,SL,673.5099999999668
XAUUSD,2023-05-25 09:30:00,2023-05-25 11:15:00,BUY,1958.75,1962.98,1958.75,1962.3342857142854,0.04,16.64000000000007,TP,690.1499999999669
XAUUSD,2023-05-25 15:15:00,2023-05-25 15:30:00,SELL,1959.61,1940.34,1962.3085714285714,1954.812857142857,0.03,57.599999999999945,TP,747.7499999999668
XAUUSD,2023-05-26 04:15:00,2023-05-26 08:30:00,BUY,1944.16,1950.97,1944.16,1948.937857142857,0.03,20.219999999999835,TP,767.9699999999666
XAUUSD,2023-05-26 22:00:00,2023-05-29 03:00:00,BUY,1945.2,1941.72,1942.4757142857143,1950.0485714285714,0.03,-10.650000000000055,SL,757.3199999999665
XAUUSD,2023-05-29 10:15:00,2023-05-29 11:45:00,SELL,1945.24,1945.32,1945.24,1942.1142857142859,0.05,-0.7499999999996363,SL,756.5699999999669
EURUSD,2023-05-30 20:45:00,2023-05-30 22:00:00,SELL,1.07155,1.07253,1.0720752857142857,1.070949428571429,0.1,-9.79999999999981,SL,746.769999999967
EURUSD,2023-05-31 04:00:00,2023-05-31 04:15:00,SELL,1.0732899999999999,1.07304,1.0736238571428571,1.0730722857142856,0.2,4.999999999997229,TP,751.7699999999643
XAUUSD,2023-05-31 04:00:00,2023-05-31 04:30:00,SELL,1959.87,1956.8,1961.4607142857142,1957.2885714285715,0.05,14.999999999999682,TP,766.7699999999639
EURUSD,2023-05-31 04:15:00,2023-05-31 04:30:00,SELL,1.07289,1.07167,1.0736244285714287,1.0718711428571426,0.06,7.319999999999993,TP,774.089999999964
XAUUSD,2023-05-31 14:15:00,2023-05-31 16:30:00,BUY,1959.81,1967.48,1959.81,1965.9657142857143,0.02,15.200000000000145,TP,789.2899999999642
XAUUSD,2023-05-31 17:00:00,2023-05-31 17:30:00,BUY,1961.97,1971.86,1957.7114285714285,1969.8871428571429,0.02,19.639999999999745,TP,808.9299999999639
EURUSD,2023-06-02 10:15:00,2023-06-02 10:30:00,SELL,1.07727,1.07621,1.0775125714285714,1.0772348571428574,0.44,46.63999999999291,TP,855.5699999999568
XAUUSD,2023-06-02 15:00:00,2023-06-02 15:30:00,SELL,1979.2,1972.39,1981.8932142857145,1974.4135714285712,0.03,20.219999999999835,TP,875.7899999999566
EURUSD,2023-06-06 06:45:00,2023-06-06 07:30:00,BUY,1.0717400000000001,1.07236,1.0713614285714286,1.072047142857143,0.19,11.779999999997015,TP,887.5699999999537
XAUUSD,2023-06-07 16:15:00,2023-06-07 16:45:00,BUY,1959.24,1969.51,1956.1460714285715,1964.8278571428568,0.03,30.599999999999945,TP,918.1699999999536
EURUSD,2023-06-08 02:00:00,2023-06-08 02:30:00,BUY,1.07004,1.07046,1.0696647142857143,1.0703405714285714,0.2,8.399999999997299,TP,926.5699999999508
XAUUSD,2023-06-09 09:00:00,2023-06-09 11:00:00,BUY,1964.38,1961.17,1962.727142857143,1967.0857142857142,0.06,-19.68000000000022,SL,906.8899999999506
EURUSD,2023-06-09 14:45:00,2023-06-09 15:00:00,SELL,1.0771799999999998,1.07786,1.0776578571428572,1.0766742857142853,0.14,-9.520000000003304,SL,897.3699999999474
XAUUSD,2023-06-14 04:00:00,2023-06-14 06:45:00,BUY,1945.7,1949.29,1945.7,1948.7464285714286,0.06,21.119999999999507,TP,918.4899999999469
XAUUSD,2023-06-14 06:45:00,2023-06-14 08:15:00,BUY,1949.49,1946.9,1947.6025,1952.665,0.05,-13.29999999999959,SL,905.1899999999473
EURUSD,2023-06-14 09:45:00,2023-06-14 10:00:00,SELL,1.0783999999999998,1.07897,1.0788634285714285,1.0779231428571427,0.14,-7.9800000000025415,SL,897.2099999999448
EURUSD,2023-06-15 10:00:00,2023-06-15 10:15:00,BUY,1.0810300000000002,1.08132,1.0807828571428573,1.0810742857142857,0.46,13.339999999995467,TP,910.5499999999403
EURUSD,2023-06-15 10:15:00,2023-06-15 11:30:00,BUY,1.0814700000000002,1.08346,1.0814700000000002,1.0830062857142855,0.05,9.949999999999683,TP,920.49999999994
XAUUSD,2023-06-16 03:15:00,2023-06-16 04:30:00,SELL,1957.52,1961.14,1958.7560714285714,1955.6478571428572,0.09,-33.21000000000107,SL,887.2899999999389
EURUSD,2023-06-16 05:00:00,2023-06-16 05:15:00,SELL,1.09432,1.0943,1.0945482857142859,1.0943134285714284,0.57,1.1399999999948118,TP,888.4299999999337
XAUUSD,2023-06-16 05:00:00,2023-06-16 08:45:00,SELL,1957.83,1958.09,1957.83,1954.0635714285715,0.04,-1.3199999999999636,SL,887.1099999999337
EURUSD,2023-06-16 05:15:00,2023-06-16 09:00:00,SELL,1.09415,1.09475,1.0946505714285715,1.0935988571428572,0.13,-7.799999999999141,SL,879.3099999999346
EURUSD,2023-06-19 11:15:00,2023-06-19 11:30:00,SELL,1.0935599999999999,1.09328,1.0938768571428572,1.0933762857142855,0.26,7.279999999995734,TP,886.5899999999303
XAUUSD,2023-06-16 17:45:00,2023-06-19 14:45:00,SELL,1960.07,1948.37,1960.07,1948.6985714285715,0.02,23.26000000000009,TP,909.8499999999304
EURUSD,2023-06-20 02:15:00,2023-06-20 02:30:00,BUY,1.0920800000000002,1.09221,1.091824142857143,1.0921417142857144,0.43,5.589999999988882,TP,915.4399999999193
