time,Open,High,Low,Close,Volume
2023-01-02 07:00:00,130.921,130.934,130.908,130.923,202
2023-01-02 07:15:00,130.923,130.96,130.91,130.946,129
2023-01-02 07:30:00,130.948,130.957,130.907,130.938,211
2023-01-02 07:45:00,130.936,130.956,130.927,130.932,163
2023-01-02 08:00:00,130.932,130.945,130.924,130.939,162
2023-01-02 08:15:00,130.94,130.946,130.919,130.922,114
2023-01-02 08:30:00,130.92,131.051,130.919,130.962,185
2023-01-02 08:45:00,130.963,131.002,130.961,130.967,62
2023-01-02 09:00:00,130.969,130.969,130.924,130.951,74
2023-01-02 09:15:00,130.953,130.975,130.936,130.939,73
2023-01-02 09:30:00,130.938,130.957,130.915,130.943,74
2023-01-02 09:45:00,130.943,130.976,130.911,130.951,149
2023-01-02 10:00:00,130.951,130.96,130.93,130.935,113
2023-01-02 10:15:00,130.932,130.964,130.922,130.928,70
2023-01-02 10:30:00,130.93,130.962,130.925,130.944,117
2023-01-02 10:45:00,130.941,130.966,130.91,130.94,328
2023-01-02 11:00:00,130.935,130.961,130.93,130.946,252
2023-01-02 11:15:00,130.946,130.954,130.908,130.913,186
2023-01-02 11:30:00,130.913,130.914,130.856,130.872,105
2023-01-02 11:45:00,130.872,130.881,130.863,130.876,101
2023-01-02 12:00:00,130.876,130.876,130.761,130.783,137
2023-01-02 12:15:00,130.78,130.809,130.766,130.779,546
2023-01-02 12:30:00,130.778,130.802,130.763,130.781,240
2023-01-02 12:45:00,130.781,130.802,130.77,130.786,165
2023-01-02 13:00:00,130.784,130.886,130.784,130.835,149
2023-01-02 13:15:00,130.834,130.872,130.789,130.81,175
2023-01-02 13:30:00,130.814,130.846,130.781,130.813,171
2023-01-02 13:45:00,130.813,130.814,130.766,130.774,131
2023-01-02 14:00:00,130.772,130.786,130.702,130.718,138
2023-01-02 14:15:00,130.719,130.806,130.713,130.789,178
2023-01-02 14:30:00,130.786,130.806,130.733,130.743,279
2023-01-02 14:45:00,130.743,130.777,130.731,130.735,154
2023-01-02 15:00:00,130.737,130.761,130.66,130.681,243
2023-01-02 15:15:00,130.681,130.701,130.63,130.66,443
